record_type,slug,name_a,name_b,category,one_line,tldr,creator,homepage_url_a,homepage_url_b,tags,last_verified,canonical_url,markdown_url
funnel_teardown,polar,Polar,,Creator monetization and payments,Polar bundled MoR plus creator monetization into a single sell. The funnel targets the open-source maintainer specifically.,"Polar combined Merchant of Record payments with creator monetization features (subscriptions, sponsorships, licensing) and pointed the entire funnel at open-source maintainers. The lesson: bundling two compatible categories at a named buyer segment can create a category of one.",Birk Jernström and team,https://polar.sh/,,named-buyer|category-reframe|developer-tools|monetization,2026-05-17,https://unlocksaas.com/funnel-teardown/polar,https://unlocksaas.com/funnel-teardown/polar/md
funnel_teardown,screen-studio,Screen Studio,,Screen recording for marketing video,Screen Studio is a one-person indie business funnel. The output is the marketing.,"Screen Studio is a single-developer SaaS that became a category aesthetic. The funnel is short because the output (auto-zoomed, smoothly-animated screen recordings) is so distinctive that any video produced with the tool credentials it on sight. The lesson: a one-person SaaS can win on output recognition alone, without paid acquisition.",Adam Pietrasiak,https://www.screen.studio/,,solo-founder|visible-output|one-time-pricing|attractive-character,2026-05-17,https://unlocksaas.com/funnel-teardown/screen-studio,https://unlocksaas.com/funnel-teardown/screen-studio/md
funnel_teardown,notion,Notion,,Productivity and workspace,Notion's funnel turns personal free use into team-paid revenue. The free tier is the acquisition channel; the team-collaboration friction is the upgrade trigger.,"Notion's funnel is the canonical personal-free-leads-to-team-paid pattern. Personal free use is genuinely valuable, which seeds adoption inside companies; team-collaboration friction (guest limits, version history, SSO) creates the structural upgrade trigger. The lesson for indie founders: when your buyer's individual use creates artifacts a team will eventually want to share, free-personal can be the most efficient acquisition channel.","Ivan Zhao, Simon Last and team",https://www.notion.so/,,identity-hook|freemium|team-trigger|value-ladder|template-gallery,2026-05-17,https://unlocksaas.com/funnel-teardown/notion,https://unlocksaas.com/funnel-teardown/notion/md
funnel_teardown,linear,Linear,,Project management for software teams,"Linear's funnel is restraint as positioning. The hero, the page, the product, and the pricing all communicate one message: software teams who hate process bloat.","Linear's funnel makes minimalism the marketing. The hero, the screenshots, the pricing page, and the product itself all signal the same value: software teams who reject configurability for speed. The lesson for indie founders: when your audience resents the dominant incumbent's specific structural choice, naming that rejection and embodying its opposite is the highest-conversion positioning available.","Karri Saarinen, Tuomas Artman, Jori Lallo",https://linear.app/,,aesthetic-positioning|implied-villain|developer-tools|restraint|minimalism,2026-05-17,https://unlocksaas.com/funnel-teardown/linear,https://unlocksaas.com/funnel-teardown/linear/md
funnel_teardown,vercel,Vercel,,Frontend cloud and hosting,Vercel's funnel runs through Next.js. The hosting is the product; the framework is the acquisition channel; the developer community is the distribution.,"Vercel's funnel works because Vercel maintains Next.js, which makes Next.js documentation, examples, and community content effectively a permanent acquisition channel for Vercel hosting. The lesson for indie founders: owning the canonical reference for a tool in your category creates compounding distribution that paid acquisition cannot match.",Guillermo Rauch and team,https://vercel.com/,,framework-ownership|dream-100|developer-tools|usage-based|founder-led,2026-05-17,https://unlocksaas.com/funnel-teardown/vercel,https://unlocksaas.com/funnel-teardown/vercel/md
funnel_teardown,figma,Figma,,Design and prototyping,Figma's funnel turns viewers into ads. Every shared design file is a Figma demo running on someone else's site.,"Figma's funnel works because viewers, commenters, developers, and clients all encounter Figma at zero cost when designers share files. Per-editor pricing means the high-multiplier role (viewer) is free and the value-capture role (editor) pays. The lesson for indie founders: if your product has a high viewer-to-editor ratio, freeing the viewer turns shared output into a permanent acquisition channel.",Dylan Field and team,https://www.figma.com/,,per-editor|viewer-free|borrowed-authority|collaboration|design,2026-05-17,https://unlocksaas.com/funnel-teardown/figma,https://unlocksaas.com/funnel-teardown/figma/md
funnel_teardown,stripe,Stripe,,Payments infrastructure,Stripe's funnel is documentation. The marketing site sets the appointment; the docs close the deal; the brand is built one developer at a time.,"Stripe's funnel is structured around developers evaluating payment infrastructure: the marketing site states the simple proposition, the documentation answers every implementation question, the case studies anchor the brand to credible companies. The lesson for indie founders: when your buyer evaluates by trying the product, documentation IS the closing surface and should be treated as part of the funnel.",Patrick and John Collison,https://stripe.com/,,documentation-as-funnel|simplicity|developer-tools|single-line-pricing,2026-05-17,https://unlocksaas.com/funnel-teardown/stripe,https://unlocksaas.com/funnel-teardown/stripe/md
funnel_teardown,fathom,Fathom Analytics,,Privacy analytics,"Fathom's funnel runs on founder-led indie credibility. Jack Ellis and Paul Jarvis write the marketing, build the product, and answer the support emails — and the audience trusts them for it.","Fathom Analytics's funnel is built on founder-led indie credibility. Jack Ellis and Paul Jarvis are visible across Twitter, the blog, and customer support, and the marketing leans into the small-team-shipping-quietly aesthetic that privacy-leaning buyers respond to. The lesson for indie founders: when your audience is values-aligned, founder visibility IS the brand and beats anonymous-SaaS positioning at scale.",Jack Ellis and Paul Jarvis,https://usefathom.com/,,founder-led|attractive-character|indie-friendly|privacy-analytics,2026-05-17,https://unlocksaas.com/funnel-teardown/fathom,https://unlocksaas.com/funnel-teardown/fathom/md
funnel_teardown,calendly,Calendly,,Scheduling,Calendly's funnel runs on category-default mindshare. The brand IS the moat — bookers expect to see a Calendly link.,"Calendly's funnel works because the brand is the category default. When sales teams or freelancers share a scheduling link, recipients expect to see Calendly and are mildly surprised by alternatives. The lesson for indie founders: brand-as-default is a real moat once earned, but the path to earning it is long and not directly replicable; alternatives must compete on principle or feature gap rather than brand.",Tope Awotona,https://calendly.com/,,category-default|brand-as-moat|free-tier-flywheel|incumbent,2026-05-17,https://unlocksaas.com/funnel-teardown/calendly,https://unlocksaas.com/funnel-teardown/calendly/md
funnel_teardown,postmark,Postmark,,Email API,Postmark's funnel runs on deliverability obsession. For over a decade the marketing has hammered one message: your transactional email actually arrives.,"Postmark's funnel is built around a single structural promise: deliverability. The marketing has hammered this message for over a decade, with separate transactional and broadcast streams as the architectural proof point. The lesson for indie founders: when the structural decision (separated streams) IS the differentiator, the marketing only needs to repeat one message.",Wildbit team (acquired by ActiveCampaign in 2022),https://postmarkapp.com/,,deliverability|single-message|developer-tools|architectural-proof,2026-05-17,https://unlocksaas.com/funnel-teardown/postmark,https://unlocksaas.com/funnel-teardown/postmark/md
funnel_teardown,testimonial-to,Testimonial.to,,Testimonial collection,Testimonial.to is a solo-founder indie SaaS that competes with Senja on polish. The funnel runs on the visible-customer flywheel.,"Testimonial.to is a solo-founder indie SaaS in the testimonial collection space, competing head-to-head with Senja. The funnel runs on the same visible-customer flywheel both companies use — every Testimonial.to widget on a customer's marketing site is implicit advertising. The lesson for indie founders: in indie-friendly categories with visible-output products, solo founders can compete credibly against funded companies if the output flywheel is built in.",Damon Chen,https://testimonial.to/,,solo-founder|visible-output|indie-friendly|build-in-public,2026-05-17,https://unlocksaas.com/funnel-teardown/testimonial-to,https://unlocksaas.com/funnel-teardown/testimonial-to/md
funnel_teardown,clickup,ClickUp,,Project management for software teams,"ClickUp's funnel runs on the 'one tool to replace them all' positioning. The breadth IS the marketing, and the configurability IS the moat against opinionated competitors.",ClickUp's funnel works because the marketing leads with the consolidation promise (replace tasks + docs + chat + whiteboards + forms + time tracking + goals with one tool). The configurability that gets criticized as overkill in head-to-head comparisons becomes the moat against opinionated competitors — buyers who need that flexibility have nowhere else to go. The lesson for indie founders: the right positioning depends on whether your category is fragmented (consolidation wins) or simple (opinionated minimalism wins).,Zeb Evans,https://clickup.com/,,consolidation|configurability|free-tier-generous|all-in-one,2026-05-17,https://unlocksaas.com/funnel-teardown/clickup,https://unlocksaas.com/funnel-teardown/clickup/md
funnel_teardown,render,Render,,Frontend cloud and hosting,"Render's funnel runs on bundled-PaaS simplicity. The marketing promises 'modern Heroku' — and the bundled Postgres, Redis, workers, and cron deliver it.",Render's funnel works because the positioning is precise: modern PaaS that bundles every backend service under one dashboard with predictable per-service pricing. The 'modern Heroku' framing converts developers who lived through Heroku's decline and want the bundled-services experience without Heroku's pricing and operational problems. The lesson for indie founders: precise positioning that names a specific pain (Heroku's pricing and ops decline) beats broad positioning that tries to serve everyone.,Anurag Goel,https://render.com/,,managed-paas|bundled-services|modern-heroku|founder-led,2026-05-17,https://unlocksaas.com/funnel-teardown/render,https://unlocksaas.com/funnel-teardown/render/md
funnel_teardown,loom,Loom,,Screen recording for marketing video,"Loom's funnel runs on async-team-communication positioning. The product is the message — record once, share a link, save a meeting.","Loom's funnel works because the product itself IS the marketing. Every Loom recording shared inside a team or with a customer demonstrates the value proposition — 'record once instead of writing a 500-word email.' The free tier seeds the visible-output flywheel; team subscriptions monetize the workflow. The lesson for indie founders: when your product replaces an obviously-painful alternative (long emails, status meetings), the demonstration IS the conversion mechanism.","Joe Thomas, Shahed Khan, Vinay Hiremath (acquired by Atlassian in 2023)",https://www.loom.com/,,async-communication|product-is-marketing|free-tier-flywheel|common-enemy,2026-05-17,https://unlocksaas.com/funnel-teardown/loom,https://unlocksaas.com/funnel-teardown/loom/md
funnel_teardown,gitbook,GitBook,,Developer documentation,GitBook's funnel runs on the broader-knowledge-platform positioning. The marketing leans into docs-plus-internal-wikis-plus-knowledge-bases as one tool.,"GitBook's funnel works because the positioning is broader than dev-tool-docs-specific competitors (Mintlify). The marketing promises one knowledge platform for public docs, internal wikis, and team knowledge bases — which converts buyers who want flexibility over specialization. The lesson for indie founders: when a competitor wins the narrow positioning (Mintlify owns dev-tool aesthetic), the strategic move is to claim a broader scope rather than fight on the same axis.",Samy Pesse and Aaron O'Mullan,https://www.gitbook.com/,,knowledge-platform|broader-scope|wysiwyg|team-wiki,2026-05-17,https://unlocksaas.com/funnel-teardown/gitbook,https://unlocksaas.com/funnel-teardown/gitbook/md
funnel_teardown,asana,Asana,,Project management,Asana's funnel runs on cross-functional-PM-default positioning. The marketing sells coordination as the work itself — not as overhead.,"Asana's funnel works because the marketing reframes cross-functional coordination as the work, not as overhead. The hero leads with goal hierarchy and timeline views; case studies feature marketing, design, ops, and engineering teams coordinating on the same projects. The lesson for indie founders: when your category buyer treats your product as overhead, the highest-leverage positioning move is to reframe the work itself so your product IS the work, not the cost of doing the work.",Dustin Moskovitz and Justin Rosenstein,https://asana.com/,,cross-functional|coordination-as-work|free-user-cap|goal-hierarchy,2026-05-18,https://unlocksaas.com/funnel-teardown/asana,https://unlocksaas.com/funnel-teardown/asana/md
funnel_teardown,airtable,Airtable,,Productivity and workspace,Airtable's funnel runs on the database-superpowers-for-non-developers positioning. The marketing sells the magic moment when a spreadsheet becomes an app.,"Airtable's funnel works because the marketing sells the specific magic moment when a spreadsheet stops being a list and becomes an app. The hero shows that moment — drag-drop forms, linked records, automations — in ways non-developers immediately recognize as 'this is what I have been trying to do in Excel.' The lesson for indie founders: when you democratize a previously-expert capability for non-experts, the marketing must show the magic moment, not explain the technical primitive.","Howie Liu, Andrew Ofstad, Emmett Nicholas",https://www.airtable.com/,,no-code|database|magic-moment|ops-internal-tools,2026-05-18,https://unlocksaas.com/funnel-teardown/airtable,https://unlocksaas.com/funnel-teardown/airtable/md
funnel_teardown,framer,Framer,,Design and prototyping,Framer's funnel runs on the design-to-publish-without-engineering positioning. The marketing sells the moment when a Figma-style design becomes a live site.,"Framer's funnel works because the marketing pivots the design tool category. The hero leads with 'design and publish' — the implicit promise that your design work goes live without engineering handoff. The lesson for indie founders: when an incumbent (Figma) owns the category default, the New Opportunity move is to claim an adjacent category (design-plus-publish) the incumbent cannot enter without abandoning its identity.",Koen Bok and Jorn van Dijk,https://www.framer.com/,,adjacent-category|design-to-publish|output-flywheel|new-opportunity,2026-05-18,https://unlocksaas.com/funnel-teardown/framer,https://unlocksaas.com/funnel-teardown/framer/md
funnel_teardown,substack,Substack,,Newsletter platform,Substack's funnel runs on the network-effect positioning. The platform sells the discovery graph as much as the publication tools.,"Substack's funnel works because the platform sells access to the Substack discovery network as the primary value proposition. The marketing leads with Notes, Recommendations, and the unified app — the implicit promise that joining Substack means joining an audience that grows through cross-publication discovery. The lesson for indie founders: when network effects are real, the network IS the marketing — sell access to the network, not just the product.","Hamish McKenzie, Chris Best, Jairaj Sethi",https://substack.com/,,network-effects|revenue-share|publication-platform|writer-first,2026-05-18,https://unlocksaas.com/funnel-teardown/substack,https://unlocksaas.com/funnel-teardown/substack/md
funnel_teardown,confluence,Confluence,,Knowledge management and wiki,"Confluence sells distribution through Jira. The funnel is the Atlassian suite, not the marketing site.","Confluence's primary acquisition channel is bundle and footprint, not its standalone marketing page. Atlassian sells it as part of a suite alongside Jira, and the marketing site exists to support already-in-progress procurement decisions rather than convert cold readers. The lesson for indie founders: when your true distribution is a partner ecosystem, your marketing site is a confirmation surface, not a hook surface — and that is a real strategy, just not a transferable one without a footprint.",Atlassian,https://www.atlassian.com/software/confluence,,enterprise|suite-distribution|knowledge-management|atlassian,2026-05-18,https://unlocksaas.com/funnel-teardown/confluence,https://unlocksaas.com/funnel-teardown/confluence/md
funnel_teardown,savvycal,SavvyCal,,Scheduling and meeting booking,SavvyCal sells one specific objection: 'your Calendly link feels rude'. The entire funnel is the objection-and-resolution.,"SavvyCal's funnel is built around a single sharp Brunson Hook: the social asymmetry of a Calendly link. The hero, the demo, and the founder narrative all return to the same message — 'we built scheduling that respects the recipient'. The lesson for indie founders: when an incumbent owns the category, naming one specific objection and building your entire product narrative around resolving it can carve out real, defensible niche revenue.",Derrick Reimer,https://savvycal.com/,,wedge|named-objection|founder-led|craft-tool,2026-05-18,https://unlocksaas.com/funnel-teardown/savvycal,https://unlocksaas.com/funnel-teardown/savvycal/md
funnel_teardown,ghost,Ghost,,Newsletter and publishing platforms,"Ghost sells ownership as the product. The funnel is the non-profit foundation, the open-source code, and the explicit anti-Substack framing.","Ghost's funnel positions the product as the principled alternative to managed creator networks: open-source, non-profit-foundation-owned, zero platform-cut on subscriptions. The marketing site, governance structure, and pricing model all reinforce the same wedge — you own the publication, the platform does not own you. The lesson for indie founders: principle-led positioning is durable when the principle maps to a real structural decision (legal entity, code license, revenue model), and it falls apart when it is just rhetoric.",John O'Nolan,https://ghost.org/,,open-source|principle-led|non-profit|publication-platform,2026-05-18,https://unlocksaas.com/funnel-teardown/ghost,https://unlocksaas.com/funnel-teardown/ghost/md
funnel_teardown,monday,Monday.com,,Project management and work-OS platform,"Monday sells visual-first work management to non-technical buyers. The funnel is templates, vertical landing pages, and aggressive paid acquisition.","Monday's funnel is built for a non-technical team buyer through three levers: visual-first product design (the boards look obvious), vertical landing pages (a different homepage per use-case), and heavy paid acquisition (TV, podcast sponsorships, programmatic at scale). The lesson for indie founders: when your buyer is a non-technical team lead, the funnel is the visual demo plus a use-case-specific entry point, not feature parity with developer-shaped competitors.",Roy Mann and Eran Zinman,https://monday.com/,,paid-acquisition|vertical-landing-pages|non-technical-buyer|work-os,2026-05-18,https://unlocksaas.com/funnel-teardown/monday,https://unlocksaas.com/funnel-teardown/monday/md
pricing_teardown,tally,Tally,,Forms and surveys,"Tally prices on a structural promise (free forever, unlimited) and lets the brand-removal pain handle the upgrade.","Tally's pricing page is a single structural promise (free forever, unlimited forms, unlimited submissions) plus a paid tier that removes the Tally brand and unlocks logic. The free tier is not a trial; it IS the offer. The lesson for indie founders: when the incumbent monetizes per-submission, leading with unlimited becomes the entire pricing strategy.",Marie Martens and Filip Minev,https://tally.so/,,freemium|brand-removal-trigger|two-rung-ladder|category-anchor,2026-05-17,https://unlocksaas.com/pricing-teardown/tally,https://unlocksaas.com/pricing-teardown/tally/md
pricing_teardown,lemonsqueezy,Lemon Squeezy,,Payments and Merchant of Record,Lemon Squeezy collapses MoR plus checkout plus subscriptions into one percentage. The bundle hides the per-feature comparison.,"Lemon Squeezy prices as a single percentage-plus-fixed-fee per transaction with Merchant of Record service included. There is no per-feature pricing page to compare against Stripe. The lesson: when you bundle multiple SaaS categories at one price, the buyer evaluates on outcome (compliance handled) rather than parts.",JR Farr and team (acquired by Stripe in 2024),https://www.lemonsqueezy.com/,,bundle-pricing|transactional|single-line|category-reframe,2026-05-17,https://unlocksaas.com/pricing-teardown/lemonsqueezy,https://unlocksaas.com/pricing-teardown/lemonsqueezy/md
pricing_teardown,notion,Notion,,Productivity and workspace,"Notion uses a generous personal-free tier as the viral acquisition channel, then ladders teams up through workspace and AI tiers.","Notion's pricing structure is built around a personal-free tier that is good enough for indie use but creates friction at the team-collaboration boundary. The Team tier (~$10/seat/mo) is the trigger; Business and Enterprise climb from there. AI is priced as an add-on rather than a tier, which lets Notion add new revenue without disturbing the seat ladder. The lesson: personal-free can drive team-paid if the friction sits at the right boundary.","Ivan Zhao, Simon Last and team",https://www.notion.so/,,per-seat|freemium|team-trigger|anchor-tier|add-on-pricing,2026-05-17,https://unlocksaas.com/pricing-teardown/notion,https://unlocksaas.com/pricing-teardown/notion/md
pricing_teardown,linear,Linear,,Project management for software teams,"Linear's pricing reads like a quiet refusal to compete on price. Two paid tiers, no enterprise theatrics, premium positioning baked into the simplicity.","Linear's pricing is minimalist: Free, Basic, Business, plus a custom Enterprise. The page itself is shorter than most competitors' single-tier descriptions. The simplicity is a positioning move: Linear is for design-conscious teams that resent over-complicated tools, including over-complicated pricing pages. The lesson: pricing-page minimalism can BE the positioning.","Karri Saarinen, Tuomas Artman, Jori Lallo",https://linear.app/,,per-seat|minimalism|premium-positioning|developer-tools,2026-05-17,https://unlocksaas.com/pricing-teardown/linear,https://unlocksaas.com/pricing-teardown/linear/md
pricing_teardown,figma,Figma,,Design and prototyping,Figma's per-editor pricing converts viewers into a viral acquisition channel and editors into the paid revenue.,"Figma prices on a sharp split: viewers and commenters are free forever; editors pay per seat. This makes every design file shared with developers, PMs, and clients an acquisition asset, while keeping the revenue contained to actual designers. The lesson: when your product has high-multiplier viewers per editor, price the editor and free the viewer.",Dylan Field and team (acquired by Adobe attempt blocked; remains independent),https://www.figma.com/,,per-editor|viewer-free|triple-anchor|collaboration,2026-05-17,https://unlocksaas.com/pricing-teardown/figma,https://unlocksaas.com/pricing-teardown/figma/md
pricing_teardown,vercel,Vercel,,Frontend cloud and hosting,Vercel runs a generous hobby-free tier as developer top-of-funnel and lets usage drive the upgrade to Pro and beyond.,"Vercel's pricing places Hobby as a fully-featured free tier for personal projects with strict commercial-use prohibition. Pro at approximately $20/user/mo unlocks commercial use and team features; Enterprise handles custom infrastructure. Usage overages are metered per resource, which makes the bill scale with success. The lesson: a free tier with crystal-clear commercial-use restriction converts solo developers into paid Pro accounts at exactly the moment the product earns revenue.",Guillermo Rauch and team,https://vercel.com/,,usage-based|commercial-use-trigger|developer-tools|metered,2026-05-17,https://unlocksaas.com/pricing-teardown/vercel,https://unlocksaas.com/pricing-teardown/vercel/md
pricing_teardown,beehiiv,Beehiiv,,Newsletter platform,Beehiiv prices on subscriber count and unlocks monetization features tier-by-tier. The ladder is the product.,"Beehiiv's pricing scales by subscriber count, with the higher tiers unlocking the ad network, paid subscriptions, referral mechanics, and the Boost monetization network. The ladder maps to creator maturity: as the newsletter grows, the operator climbs the tier ladder by need rather than by upsell pressure. The lesson: when your product can stack monetization features, the value ladder lives inside the product, not the page.",Tyler Denk,https://www.beehiiv.com/,,audience-tiering|monetization-stack|creator-tools|anchor-tier,2026-05-17,https://unlocksaas.com/pricing-teardown/beehiiv,https://unlocksaas.com/pricing-teardown/beehiiv/md
pricing_teardown,cal-com,Cal.com,,Scheduling,"Cal.com prices in three tracks: free hosted, paid teams, free self-host. The split serves three different buyer types from one page.","Cal.com runs a tri-track pricing model: generous free hosted tier for individuals, per-seat paid tiers for teams, and a free self-host option under AGPL for principled buyers. Each track captures a different buyer type without forcing a choice at first contact. The lesson: when your buyer types diverge sharply, multi-track pricing serves more buyers than a single tier ladder.",Peer Richelsen and Bailey Pumfleet,https://cal.com/,,multi-track|open-source|self-host|per-seat,2026-05-17,https://unlocksaas.com/pricing-teardown/cal-com,https://unlocksaas.com/pricing-teardown/cal-com/md
pricing_teardown,resend,Resend,,Email API,Resend prices on send volume with a generous free tier for indie devs. The model aligns with developer mental models.,"Resend's pricing scales by emails sent per month, with a generous free tier (3,000/mo) that covers most indie SaaS in production. Paid tiers scale linearly from there. Pricing is in round numbers (3K, 50K, 100K, etc.) that match how developers reason about send volume. The lesson: when your buyer is technical, price in their mental units, not yours.",Zeno Rocha and team,https://resend.com/,,usage-based|volume-tiered|developer-tools|round-numbers,2026-05-17,https://unlocksaas.com/pricing-teardown/resend,https://unlocksaas.com/pricing-teardown/resend/md
pricing_teardown,stripe,Stripe,,Payments infrastructure,"Stripe's pricing is a single round percentage with no negotiation, which is itself the positioning. The simplicity converts faster than any pitch.","Stripe's headline pricing is 2.9% + 30¢ per successful charge, with no setup fees, monthly fees, or refunds-on-refunds. The published price is the price for almost every customer below enterprise scale. The lesson: when your buyer is comparing multiple complex pricing pages, the simplest legible price wins by default.",Patrick and John Collison,https://stripe.com/,,flat-rate|transactional|simplicity|absent-anchor|developer-tools,2026-05-17,https://unlocksaas.com/pricing-teardown/stripe,https://unlocksaas.com/pricing-teardown/stripe/md
pricing_teardown,plausible,Plausible Analytics,,Privacy analytics,Plausible's pricing scales by pageviews. The visible revenue page is itself a pricing argument: customers can see what they're paying into.,"Plausible prices on pageviews with a sliding scale, plus a self-hosted free option under their license. The public revenue dashboard turns the pricing model into proof — buyers see real customers paying real money before they decide. The lesson for indie founders: when transparency is the brand, the pricing page should let buyers see what they're buying into, not just what they're paying.",Uku Taht and Marko Saric,https://plausible.io/,,volume-tiered|transparency|open-source|self-host,2026-05-17,https://unlocksaas.com/pricing-teardown/plausible,https://unlocksaas.com/pricing-teardown/plausible/md
pricing_teardown,mintlify,Mintlify,,Developer documentation,Mintlify prices on editor seats and reserves the most valuable feature (AI search) for higher tiers. The free-OSS tier feeds the customer-roster flywheel.,"Mintlify's pricing is per-editor with a free tier for open-source projects and graduated paid tiers for teams. The most valuable forward-looking feature (AI-powered search and Q&A) is reserved for higher tiers, creating an upgrade trigger as customer expectations evolve. The lesson for indie founders: gate the future-state feature, not the table-stakes one — buyers upgrade for capability they do not yet have, not for what they take for granted.",Han Wang and Hahnbee Lee,https://mintlify.com/,,per-editor|forward-feature-gating|free-oss|borrowed-authority,2026-05-17,https://unlocksaas.com/pricing-teardown/mintlify,https://unlocksaas.com/pricing-teardown/mintlify/md
